OBJECTID,sa1no,metroariac,metroarian,ma_edu,ma_edu_n,ma_fpost,ma_fpost_n,ma_hlth,ma_hlth_n,ma_ptrans,ma_ptransn,ma_shop,ma_shop_n,ucl_code,ucl_name,Shape_Leng,Shape_Area,Suburb_Name
22137,31106133110,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.030720075,3.9034E-05,Logan Central
22138,31106133111,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.009184571,4.51696E-06,Logan Central
22139,31106133112,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.027843275,4.56354E-05,Logan Central
22140,31106133113,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020845846,1.52904E-05,Logan Central
22141,31106133114,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017838433,1.21158E-05,Logan Central
22142,31106133115,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015105706,9.7221E-06,Logan Central
22143,31106133201,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017376376,1.17768E-05,Rochedale South - Priestdale
22144,31106133202,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.014248365,1.10572E-05,Rochedale South - Priestdale
22145,31106133203,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.01932623,1.23442E-05,Rochedale South - Priestdale
22146,31106133204,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016305618,1.59692E-05,Rochedale South - Priestdale
22147,31106133205,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.016197008,1.18029E-05,Rochedale South - Priestdale
22148,31106133206,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020633278,1.91226E-05,Rochedale South - Priestdale
22149,31106133207,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019452434,1.8818E-05,Rochedale South - Priestdale
22150,31106133208,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.015404226,1.16234E-05,Rochedale South - Priestdale
22151,31106133209,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.017452068,1.72485E-05,Rochedale South - Priestdale
22152,31106133210,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014621529,1.10924E-05,Rochedale South - Priestdale
22153,31106133211,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01943406,2.11089E-05,Rochedale South - Priestdale
22154,31106133213,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016872186,1.18364E-05,Rochedale South - Priestdale
22155,31106133214,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.013964544,1.06182E-05,Rochedale South - Priestdale
22156,31106133215,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017258171,1.42821E-05,Rochedale South - Priestdale
22157,31106133216,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016815686,1.40387E-05,Rochedale South - Priestdale
22158,31106133217,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016499757,1.59771E-05,Rochedale South - Priestdale
22159,31106133218,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022144631,1.7602E-05,Rochedale South - Priestdale
22160,31106133219,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.014583901,1.31044E-05,Rochedale South - Priestdale
22161,31106133220,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020303576,1.93411E-05,Rochedale South - Priestdale
22162,31106133221,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.018176012,1.64289E-05,Rochedale South - Priestdale
22163,31106133222,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.014558067,7.70162E-06,Rochedale South - Priestdale
22164,31106133223,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.019344091,1.44102E-05,Rochedale South - Priestdale
22165,31106133224,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015783246,1.20507E-05,Rochedale South - Priestdale
22166,31106133225,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017845958,1.08744E-05,Rochedale South - Priestdale
22167,31106133226,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016722811,1.30371E-05,Rochedale South - Priestdale
22168,31106133227,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.016693434,1.10348E-05,Rochedale South - Priestdale
22169,31106133228,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.01964274,1.52671E-05,Rochedale South - Priestdale
22170,31106133229,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016038146,1.1761E-05,Rochedale South - Priestdale
22171,31106133230,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016608325,9.20131E-06,Rochedale South - Priestdale
22172,31106133231,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.024824518,1.54835E-05,Rochedale South - Priestdale
22173,31106133232,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018411771,1.9377E-05,Rochedale South - Priestdale
22174,31106133233,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.020607643,2.2044E-05,Rochedale South - Priestdale
22175,31106133234,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.011841065,8.36207E-06,Rochedale South - Priestdale
22176,31106133235,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.013788336,1.17503E-05,Rochedale South - Priestdale
22177,31106133236,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018486615,1.43462E-05,Rochedale South - Priestdale
22178,31106133237,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.039843489,6.16346E-05,Rochedale South - Priestdale
22179,31106133238,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.015930877,9.92982E-06,Rochedale South - Priestdale
22180,31106133239,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015907343,1.05483E-05,Rochedale South - Priestdale
22181,31106133240,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020037794,1.62576E-05,Rochedale South - Priestdale
22182,31106133301,4,Low Accessibility,5,Limited Accessibility,2,High Accessibility,5,Limited Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.036642669,3.98792E-05,Slacks Creek
22183,31106133302,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,5,Limited Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.050845977,0.000113923,Slacks Creek
22184,31106133303,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,5,Limited Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.044573561,0.000104422,Slacks Creek
22185,31106133304,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,5,Limited Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015632431,1.42787E-05,Slacks Creek
22186,31106133305,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.091345977,0.000176126,Slacks Creek
22187,31106133306,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.020732212,1.40502E-05,Slacks Creek
22188,31106133307,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.010157332,5.51714E-06,Slacks Creek
22189,31106133308,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.009605547,5.31542E-06,Slacks Creek
22190,31106133309,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.018659457,1.44224E-05,Slacks Creek
22191,31106133310,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017180045,1.00671E-05,Slacks Creek
22192,31106133311,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.013614817,9.04176E-06,Slacks Creek
22193,31106133312,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014780527,7.93401E-06,Slacks Creek
22194,31106133313,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.015734817,1.01914E-05,Slacks Creek
22195,31106133314,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.012740407,6.18011E-06,Slacks Creek
22196,31106133315,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.016403385,1.13525E-05,Slacks Creek
22197,31106133316,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020596371,2.38152E-05,Slacks Creek
22198,31106133317,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014976313,7.90964E-06,Slacks Creek
22199,31106133318,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.021214987,1.66254E-05,Slacks Creek
22200,31106133319,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.021661604,1.69829E-05,Slacks Creek
22201,31106133320,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019144946,1.75192E-05,Slacks Creek
22202,31106133321,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,5,Limited Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.013689721,1.01008E-05,Slacks Creek
22203,31106133322,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,5,Limited Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018003648,1.54656E-05,Slacks Creek
22204,31106133323,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,5,Limited Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018317245,9.98037E-06,Slacks Creek
22205,31106133324,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.015300515,1.30108E-05,Slacks Creek
22206,31106133325,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017809601,1.60296E-05,Slacks Creek
22207,31106133326,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,5,Limited Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.039852847,4.74193E-05,Slacks Creek
22208,31106133327,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,5,Limited Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.032489898,2.13538E-05,Slacks Creek
22209,31106133401,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.017146639,1.78889E-05,Springwood
22210,31106133402,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.020049141,1.98782E-05,Springwood
22211,31106133403,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018791711,1.43189E-05,Springwood
22212,31106133404,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015805764,1.21596E-05,Springwood
22213,31106133405,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.035371897,6.06454E-05,Springwood
22214,31106133406,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015793168,1.40834E-05,Springwood
22215,31106133407,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018224876,1.81691E-05,Springwood
22216,31106133408,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.013139899,1.07249E-05,Springwood
22217,31106133409,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.03688372,7.29513E-05,Springwood
22218,31106133410,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.052089775,0.000110158,Springwood
22219,31106133411,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,301001,Brisbane,0.022819553,2.6538E-05,Springwood
22220,31106133412,4,Low Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.025149056,3.72278E-05,Springwood
22221,31106133413,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015155764,1.06944E-05,Springwood
22222,31106133414,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.021457292,1.70606E-05,Springwood
22223,31106133415,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.018209231,1.86791E-05,Springwood
22224,31106133416,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.022599278,2.20555E-05,Springwood
22225,31106133417,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019417289,1.63844E-05,Springwood
22226,31106133418,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.014245196,9.46516E-06,Springwood
22227,31106133419,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016742527,1.78579E-05,Springwood
22228,31106133420,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017987696,1.82943E-05,Springwood
22229,31106133421,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.011221632,7.72434E-06,Springwood
22230,31106133422,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.013565156,9.52346E-06,Springwood
22231,31106133501,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.044652311,7.20625E-05,Underwood
22232,31106133502,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.017044798,1.52616E-05,Underwood
22233,31106133503,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.01657899,1.46667E-05,Underwood
22234,31106133504,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.023651461,1.57535E-05,Underwood
22235,31106133505,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.023499681,2.90605E-05,Underwood
22236,31106133506,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.05780777,9.89556E-05,Underwood
22237,31106133507,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016094681,1.51084E-05,Underwood
22238,31106133508,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.0237099,1.51456E-05,Underwood
22239,31106133509,3,Moderate Accessibility,5,Limited Accessibility,2,High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.011844673,8.60848E-06,Underwood
22240,31106133510,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,4,Low Accessibility,5,Limited Accessibility,3,Moderate Accessibility,301001,Brisbane,0.025328229,1.87749E-05,Underwood
22241,31106133511,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.020672046,1.68764E-05,Underwood
22242,31106133512,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.030696076,4.42232E-05,Underwood
22243,31106133513,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,301001,Brisbane,0.019744968,1.87316E-05,Underwood
22244,31106133601,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.018004326,1.32637E-05,Woodridge
22245,31106133602,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.016277697,1.27036E-05,Woodridge
22246,31106133603,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.016207854,1.09974E-05,Woodridge
22247,31106133604,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.017865102,1.68155E-05,Woodridge
22248,31106133605,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.013505706,9.00356E-06,Woodridge
22249,31106133606,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01369035,8.27051E-06,Woodridge
22250,31106133607,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018201527,1.20553E-05,Woodridge
22251,31106133608,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.024225395,2.63522E-05,Woodridge
22252,31106133609,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.010633011,6.88023E-06,Woodridge
22253,31106133610,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.019636856,1.11377E-05,Woodridge
22254,31106133611,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.01729428,1.16634E-05,Woodridge
22255,31106133612,3,Moderate Accessibility,3,Moderate Accessibility,1,Very High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.009638381,5.35638E-06,Woodridge
22256,31106133613,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.015976411,1.10397E-05,Woodridge
22257,31106133614,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,2,High Accessibility,301001,Brisbane,0.025157598,2.05035E-05,Woodridge
22258,31106133615,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.010517833,6.22065E-06,Woodridge
22259,31106133616,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015527206,1.27159E-05,Woodridge
22260,31106133617,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015725597,1.0564E-05,Woodridge
22261,31106133618,3,Moderate Accessibility,3,Moderate Accessibility,3,Moderate Accessibility,4,Low Accessibility,1,Very High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020844311,2.12753E-05,Woodridge
22262,31106133619,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015482101,1.27681E-05,Woodridge
22263,31106133620,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.018752808,2.07949E-05,Woodridge
22264,31106133621,4,Low Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,301001,Brisbane,0.018570982,1.10246E-05,Woodridge
22265,31106133622,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,1,Very High Accessibility,4,Low Accessibility,301001,Brisbane,0.034844988,3.10009E-05,Woodridge
22266,31106133623,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.020475898,1.57833E-05,Woodridge
22267,31106133624,4,Low Accessibility,4,Low Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,301001,Brisbane,0.019356716,1.90709E-05,Woodridge
22268,31106133625,3,Moderate Accessibility,4,Low Accessibility,3,Moderate Accessibility,4,Low Accessibility,2,High Accessibility,3,Moderate Accessibility,301001,Brisbane,0.015280027,1.14711E-05,Woodridge
22269,31106133626,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,4,Low Accessibility,3,Moderate Accessibility,2,High Accessibility,301001,Brisbane,0.022479214,2.70756E-05,Woodridge
22270,31106133627,3,Moderate Accessibility,3,Moderate Accessibility,2,High Accessibility,3,Moderate Accessibility,1,Very High Accessibility,2,High Accessibility,301001,Brisbane,0.010200166,6.50298E-06,Woodridge
